"decimalLatitude","decimalLongitude","value"
50.82934,5.92178,1
50.77051,5.34007,1
50.98901,3.82065,1
52.83983,10.05162,1
49.48887,10.81132,1
52.7783,6.53141,1
50.75276,5.31136,1
50.78989,3.58188,1
50.77201,3.59636,1
52.00798,-9.54728,1
53.89271,-7.84988,1
50.77096,5.28337,1
50.76163,5.32571,1
50.88211,4.63187,1
53.5843,9.99533,1
52.83983,10.05162,1
50.82934,5.92178,1
48.77639,12.9437,1
47.44957,10.30054,1
49.93874,8.44025,1
52.92303,8.82322,1
50.80451,5.55359,1
51.04866,5.40292,1
52.77895,6.52936,1
51.25068,5.95276,1
51.25439,5.94865,1
50.8704,3.5237,1
52.83983,10.05162,1
52.45392,13.40401,1
50.77914,5.38279,1
54.01343,12.11676,1
52.57621,-9.37181,1
53.01047,6.67013,1
51.26474,5.36479,1
50.92898,5.68478,1
50.76552,4.44694,1
52.37916,-6.36334,1
52.38818,6.92372,1
51.03467,4.00545,1
51.50706,3.55057,1
50.93268,3.43722,1
50.01006,8.15736,1
54.96994,-5.96295,1
53.11416,6.1346,1
52.09301,5.7615,1
54.91608,-5.96567,1
54.93403,-5.96477,1
53.27945,-9.05689,1
53.5598,-9.36644,1
53.29323,-9.07298,1
50.9266,5.90128,1
50.76453,5.79969,1
51.06933,3.70557,1
48.6,9.85302,1
53.55099,-9.35107,1
53.55082,-9.36615,1
54.96405,-5.96314,1
53.04022,6.64462,1
52.31105,5.67567,1
52.92051,5.88715,1
50.97909,5.08809,1
50.91384,5.39993,1
49.89008,8.56094,1
50.92914,5.67056,1
50.90279,5.61295,1
52.31675,4.58247,1
52.92078,5.8876,1
52.14887,4.37211,1
51.49077,3.58716,1
50.76453,5.79969,1
50.77589,5.78231,1
51.07796,5.08963,1
50.73858,4.34773,1
50.86148,5.85627,1
52.31105,5.67567,1
52.37866,6.88843,1
50.92975,5.61367,1
51.00421,5.34494,1
53.114,6.13469,1
51.11597,4.1762,1
47.8038,9.64132,1
50.13266,8.66053,1
54.96994,-5.96295,1
52.09255,4.29516,1
52.31318,5.72667,1
50.91333,5.4568,1
49.99075,9.70634,1
52.31108,5.66657,1
54.96096,-5.96341,1
50.82855,5.87649,1
52.31108,5.66657,1
50.76647,5.86889,1
52.37965,6.88787,1
50.78153,3.68128,1
50.43055,8.655,1
53.52438,-9.32007,1
52.3783,6.88842,1
50.76707,5.7997,1
50.82855,5.87649,1
51.86331,4.05982,1
52.13684,4.34241,1
50.81596,5.69321,1
52.28658,4.48164,1
50.76554,4.33354,1
50.96086,3.60747,1
50.8429,3.45321,1
51.02369,3.59219,1
47.8038,9.64132,1
52.37902,6.88815,1
52.31455,5.72839,1
50.89334,5.65535,1
50.91178,5.61319,1
51.01283,5.38788,1
50.9227,5.41435,1
52.34639,6.87442,1
52.02475,6.07805,1
50.01634,8.56762,1
51.07807,3.66264,1
51.151,3.86162,1
50.97989,3.79228,1
50.91222,5.57054,1
51.7597,-10.15153,1
53.3112,-9.07343,1
50.7757,5.78474,1
52.30882,4.50334,1
50.8941,5.58429,1
53.54218,-9.33571,1
53.55099,-9.35107,1
52.38836,6.92416,1
52.06377,4.23271,1
50.80195,5.70635,1
50.7641,5.79969,1
51.06204,4.17642,1
50.8775,5.44176,1
50.91371,5.41415,1
50.85352,3.69443,1
49.82014,8.46055,1
53.67109,11.62671,1
48.54156,8.91036,1
48.0975,7.58775,1
59.12852,10.4388,1
52.01382,6.07912,1
52.10363,6.10595,1
51.01283,5.38788,1
50.89287,5.69798,1
51.04854,5.41718,1
51.14207,3.87601,1
50.76554,4.31937,1
50.01419,8.20837,1
50.86274,5.85614,1
52.10679,4.2995,1
52.07061,4.24759,1
50.92031,5.65609,1
50.74473,5.18368,1
50.86333,5.85682,1
50.75653,5.84775,1
50.76707,5.7997,1
50.75653,5.84775,1
51.48871,3.58768,1
50.7959,8.7422,1
51.86453,4.0669,1
50.9413,5.86901,1
52.65452,-7.24754,1
53.54251,-9.30555,1
53.52487,-9.27485,1
51.45758,4.53446,1
53.11416,6.1346,1
52.02482,6.08125,1
47.59948,10.29483,1
51.04274,3.77725,1
53.29323,-9.07298,1
52.28101,4.47022,1
52.37847,6.88901,1
52.1619,4.38021,1
53.04999,6.64684,1
53.114,6.13469,1
52.15285,4.38518,1
51.07103,4.17638,1
50.99522,5.34475,1
50.79247,4.26261,1
50.92283,5.40013,1
51.25719,3.55963,1
52.02475,6.07805,1
52.14906,4.37255,1
50.86148,5.85627,1
52.12195,4.33745,1
52.92579,5.87835,1
52.30967,5.66703,1
50.86251,3.6943,1
51.76227,-10.13355,1
52.388,6.9243,1
52.31223,5.6499,1
50.76548,5.86959,1
52.01382,6.07912,1
52.02608,6.08127,1
51.01655,3.96284,1
50.92121,5.57077,1
50.38792,8.04973,1
53.83339,8.63285,1
50.83354,5.32718,1
53.38465,-6.08378,1
51.86347,4.0631,1
52.38828,6.92313,1
50.8577,5.62595,1
50.81634,5.22749,1
52.14518,4.37096,1
51.48782,3.58829,1
51.13276,3.80468,1
50.91359,5.42837,1
51.11402,3.66209,1
50.94478,4.00615,1
51.0165,3.94859,1
52.22599,5.83894,1
52.34719,6.87474,1
52.53732,10.14965,1
54.91608,-5.96567,1
50.77802,5.85852,1
50.86274,5.85614,1
53.04999,6.64684,1
50.91999,5.68453,1
52.22849,6.01825,1
52.32658,5.72679,1
51.11834,5.63302,1
53.25548,5.91313,1
52.0235,6.45285,1
50.96985,3.60733,1
50.97884,3.60718,1
51.20481,3.83242,1
50.96015,5.23014,1
50.9701,5.08795,1
50.32702,8.62724,1
54.09016,10.88054,1
51.12839,3.20472,1
51.23889,5.22102,1
52.33281,5.73177,1
52.31787,5.72369,1
51.53513,3.73777,1
51.03129,5.33125,1
50.08782,10.76523,1
51.37731,12.2807,1
50.74748,4.2202,1
52.02345,6.45374,1
52.3155,5.71769,1
52.1839,6.10237,1
52.01982,6.45858,1
52.0235,6.4537,1
49.95912,8.17391,1
52.51805,13.35051,1
52.02364,6.45402,1
52.18869,6.26763,1
50.87552,5.64064,1
52.31798,5.72052,1
50.83439,5.68135,1
48.24898,12.59711,1
50.31421,8.59641,1
50.8662,5.75989,1
51.11185,3.36223,1
51.04281,3.7915,1
50.94972,6.75754,1
51.93538,4.11238,1
